name,type,date,time,place,price,send_date,views
Фотовиставка та рейв-вечірка Svitanoknastav,виставка,2021/11/13,13:00-,"Dopamine Space, вул. Жовківська 14",200-250 грн,2021-11-05 17:30:00+00:00,355
Виставка «Згорток» Вадима Панченко,виставка,2021/11/10-2021/12/02,,"Дзиґа, вул. Вірменська 35",0 грн,2021-11-04 16:30:00+00:00,347
Львівський Муніципальний Мистецький Центр,виставка,-,-,"Мистецький Центр, вул. Стефаника 11",0 грн,2021-11-03 19:11:03+00:00,344
"Всеукраїнський тур вуличних культур Street Culture ""Будь у просторі здоров'я""",фестиваль,2021/11/07,16:00-,"МолоДвіж Центр, вул. Чайковського 31",0 грн,2021-11-03 19:04:56+00:00,315
Vysadka,вечірка,2021/11/06,-,secret place,200-300 грн,2021-11-03 17:30:00+00:00,323
Фотопроєкт «Культурні столиці» на риштуваннях Центру,виставка,2021/10/30-2021/11/28,-,Мистецький Центр,0 грн,2021-11-02 15:54:40+00:00,333
Виставка Поліна Полікарпова. Балада про дитинство (2021),виставка,-,-,"Правда Craft Mission, вул. Горбачевського 4",0 грн,2021-11-01 19:00:12+00:00,362
Lviv City Stand Up у театрі,стендап,2021/11/05,-,Перший український театр,0 грн,2021-10-31 18:17:19+00:00,354
Фотопроєкт «Культурні столиці» на риштуваннях Центру,виставка,2021/11/28,-,"Мистецький Центр, вул. Стефаника 11",0 грн,2021-10-30 18:00:33+00:00,385
Lviv City Stand Up у театрі,стендап,2021/11/05,19:00-,"Перший український театр, вул. Гнатюка 11",225-250 грн,2021-10-28 15:30:01+00:00,343
Артист-ток з фотографом Максимом Дондюком,гра,-,19:00-,"Мистецький Центр, вул. Стефаника 11",0 грн,2021-10-27 15:30:00+00:00,364
Drum & Bass Halloween,вечірка,2021/10/30,23:00-,"!FESTrepublic, вул. Старознесенська 24",250-300 грн,2021-10-26 16:30:00+00:00,358
Стендап Велика вечірка клубу,стендап,2021/10/30,19:00-22:00,"Drabyna studio, площа Є. Петрушевича 3",200 грн,2021-10-25 15:30:00+00:00,359
Вечірка Satisfaction Halloween,вечірка,2021/10/29,21:00-,secret place,150-200 грн,2021-10-24 17:08:35+00:00,353
Swap-party 3 - Vinyl and clothes edition,вечірка,2021/10/22,16:00-,"Мистецький Центр, вул. Стефаника 11",0 грн,2021-10-23 12:00:57+00:00,369
Вечірка Night Ambassadors Halloween,вечірка,2021/10/29,-21:00,secret place,350 грн,2021-10-22 18:07:03+00:00,344
Концерт Denoi,концерт,2021/10/24,-,"Котельня Ruїn bar, вул. Заводська 31",200 грн,2021-10-21 19:31:09+00:00,330
Короткометражні фільми open air | Джунглі міста,кіно,2021/10/09,-18:30,площа Вічева,0 грн,2021-10-20 22:18:38+00:00,349
Безвихідь,виставка,2021/10/23,16:00-,Заводська 31,100 грн,2021-10-20 15:30:01+00:00,351
Артист-ток з фотографом Сергієм Мельниченком,гра,2021/10/21,19:00-,"Мистецький Центр, вул. Стефаника 11",0 грн,2021-10-18 16:30:00+00:00,353
Презентація премії PinchukArtCentre для художниць і художників,презентація,2021/10/19,14:00-,"Мистецький Центр, вул. Стефаника 11",0 грн,2021-10-17 16:30:00+00:00,362
Вечірка Laboratorium x Земляни,вечірка,2021/10/23,-,"Trace, вул. Джерельна 20",300 грн,2021-10-16 16:30:00+00:00,357
Авангард festival 2021,фестиваль,-,-,-,0 грн,2021-10-16 12:00:23+00:00,341
Дискусія про зняття робіт Олега Суслека з виставки «100 років самотності» в Палаці Мистецтв,виставка,2021/10/16,18:00-,"Мистецький Центр, вул. Стефаника 11",0 грн,2021-10-15 15:30:00+00:00,348
Розповідь Альони Дмуховської про європейські грантові програми,гра,2021/10/14,19:00-,"Мистецький Центр, вул. Стефаника 11",0 грн,2021-10-13 15:30:00+00:00,348
Вечірка 1 year Dopamine Celebration,вечірка,2021/10/16,-,"Dopamine Space, вул. Жовківська 14",300-400 грн,2021-10-12 15:30:00+00:00,358
Показ «Вхід у порожнечу» Гаспара Ное з лекцією критика,кіно,2021/10/15,19:00-,"Планета Кіно, Форум Львів",120 грн,2021-10-12 14:22:21+00:00,371
Виставка «The Hill» Костянтина Зоркіна,виставка,2021/10/16-2021/11/07,16:00-,"Дзиґа, вул. Вірменська 35",0 грн,2021-10-11 15:30:00+00:00,347
Вечірка Night Ambassadors Euro Hash,вечірка,2021/10/16,20:00-,secret place,200 грн,2021-10-10 18:00:22+00:00,377
Найгірші літературні читання,виставка,2021/10/16,16:00-,"Галарея Кепсько, вул. Жовківська 29",100-150 грн,2021-10-10 15:30:00+00:00,872
Нісенітниця Х Revoir,вечірка,2021/10/13,-,Клуб151,0 грн,2021-10-09 21:58:45+00:00,382
Розповідь Альони Дмуховської про європейські грантові програми,гра,2021/10/14,-,Мистецький Центр,0 грн,2021-10-09 13:55:20+00:00,337
Grand Opening Kantora studio,майстер-клас,2021/10/15,16:00-,"Kantora studio, вул. Б.Хмельницького 114а",донат,2021-10-08 18:00:04+00:00,333
Вечірка Нісенітниця Х Revoir,вечірка,2021/10/13,16:00-07:00,"Клуб151, вул. Заводська 31.",150-300 грн,2021-10-08 13:39:26+00:00,761
Стендап з Києва до Львова,стендап,2021/10/10,20:00-,"Drabyna studio, площа Є. Петрушевича 3",250 грн,2021-10-08 12:00:22+00:00,312
Відкриття BatCatShop,вечірка,2021/10/07,12:00-22:00,"BatCat, вул. Староєврейська 22",0 грн,2021-10-07 16:12:33+00:00,315
Garage sale,вечірка,2021/10/09,14:00-,"Майстерня Maxymova, вул. Замарстинівська 50",0 грн,2021-10-06 21:36:29+00:00,375
"фестиваль ""Авангард""",фестиваль,2021/10/02-2021/10/03,-,Львів,-,2021-10-06 21:24:57+00:00,301
Виставка класиків литовської фотографії «Цвітіння повсякденності»,гра,2021/10/07-2021/11/03,-,"Мистецький Центр, вул. Стефаника 11",0 грн,2021-10-05 15:30:00+00:00,338
Вечірка Inrush: Paradise City w/ Monastetiq,вечірка,2021/10/09,-,"Kivsh, вул. Героїв УПА 77",300-500 грн,2021-10-03 18:00:27+00:00,347
"Coffee, Books & Vintage festival",фестиваль,2021/10/08-2021/10/10,-,"!FESTrepublic, вул. Старознесенська 24",50-150 грн,2021-10-03 15:30:00+00:00,319
Jam Birthday Party,вечірка,2021/10/09,-,"Late Breakfast Club, вул. Героїв УПА 77",250 грн,2021-10-02 21:51:49+00:00,1258
Katedra Fest,фестиваль,-,12:00-,Площа Катедральна,0 грн,2021-10-02 13:09:44+00:00,302
Курований вінтажний маркет Тлум&Крам,виставка,2021/10/03,-,"Дворик Ратуші, площа Ринок 1",40 грн,2021-10-01 18:00:17+00:00,299
Вечірка Trace w/ Nastya Muravyova,вечірка,2021/10/02,23:00-,"Trace, вул. Джерельна 20",150-250 грн,2021-10-01 15:30:00+00:00,277
Близько,виставка,2021/10/02,-,"Мистецький Центр, вул. Стефаника 11",0 грн,2021-09-30 18:00:23+00:00,271
Фільм «100 фільмів за 100 хвилин»,кіно,2021/10/1-2021/10/3,-,"Планета Кіно, Форум Львів",120 грн,2021-09-30 12:00:39+00:00,287
Street food so God. Дощ,фестиваль,2021/10/1-2021/10/3,-,"Парку культури ім. Б. Хмельницького, вул. Болгарська 4",50-150 грн,2021-09-29 15:30:00+00:00,289
Вечірка Seba Drum&Bass Legend,вечірка,2021/10/01,-,"!FESTrepublic, вул. Старознесенська 24",250-300 грн,2021-09-29 12:00:28+00:00,311
Вечірка Seba Drum&Bass Legend | !FESTrepublic,вечірка,2021/10/01,22:00-,!FESTrepublic,150-200 грн,2021-09-28 23:32:40+00:00,308
Фільм «100 фільмів за 100 хвилин» | Планета Кіно,кіно,2021/10/01-2021/10/03,-,Планета Кіно,0 грн,2021-09-23 16:30:01+00:00,472
Street food so God. Дощ | Парк культури,фестиваль,2021/10/01-2021/10/03,-,Парк культури,0 грн,2021-09-23 12:00:43+00:00,431
Вечірка Dvir x Авангард,вечірка,2021/09/25,20:00-,"Палац Мистецтв, вул. М.Коперника 17",150-200 грн,2021-09-22 18:00:26+00:00,700
Вечірка Мясо 4th birthday,вечірка,2021/09/25-2021/09/26,23:00-,"Trace, вул. Джерельна 20",300-350 грн,2021-09-22 15:30:00+00:00,347
Авангард,фестиваль,-,-,-,0 грн,2021-09-22 12:02:25+00:00,273
All Stars Breaking Battle,фестиваль,2021/09/25,-09:00-,"Палац Мистецтв, вул. М.Коперника 17",300 грн,2021-09-21 18:00:38+00:00,325
Бігова арт-екскурсія Artrun x Авангард,фестиваль,2021/09/25,09:00-,"Палац Мистецтв, вул. М.Коперника 17",150-200 грн,2021-09-21 15:30:01+00:00,313
Авангард festival 2021,фестиваль,2021/09/25-2021/09/26,-,"Палац Мистецтв, вул. М.Коперника 17",150-300 грн,2021-09-20 15:30:25+00:00,384
Виставка Тарас Бичко. Близько,виставка,2021/09/21,10:00-21:00,"Мистецький Центр, вул. Стефаника 11.",0 грн,2021-09-20 12:00:36+00:00,325
Hip Hop Afterparty,вечірка,2021/09/18,00:00-00:00,"Клуб151, вул. Заводська 31",150-200 грн,2021-09-17 23:58:29+00:00,279
Swap-party! Books & Vinyls Edition vol.2,тренінг,2021/09/18,16:00-18:00,"Мистецький Центр, вул. Стефаника 11",0 грн,2021-09-16 21:57:57+00:00,303
Lviv Hip Hop All-Star vol.4,фестиваль,2021/09/18,00:00-00:00,"Баскетбольний майданчик, Порохова вежа",150-200 грн,2021-09-15 22:03:31+00:00,317
Mint Condition x Lviv,концерт,2021/09/17,22:00-,"Trace, вул. Джерельна 20",200-300 грн,2021-09-14 15:30:00+00:00,313
Lviv Fashion Week 2021,фестиваль,2021/09/16-2021/09/19,-,"!FESTrepublic, вул. Старознесенська 24",400-800 грн,2021-09-12 15:06:15+00:00,310
28 Львівський міжнародний BookForum,фестиваль,2021/09/15-2021/09/19,-,"Палац Мистецтв, вул. М.Коперника 17",50-150 грн,2021-09-11 14:38:01+00:00,312
Фестиваль аудіовізуального мистецтва Тетраматика,фестиваль,2021/09/12,-,"Lem Station, вул. Вітовського 57",0 грн,2021-09-10 21:54:53+00:00,331
Вечірка Trace w/ Jana Woodstock,вечірка,2021/09/11,-,"Trace, вул. Джерельна 20",300 грн,2021-09-09 19:33:07+00:00,263
All Stars Breaking Battle,фестиваль,2021/09/25,-,"Палац Мистецтв, вул. М.Коперника 17",300 грн,2021-09-08 16:00:03+00:00,272
Craft Beer & Vinyl Festival,фестиваль,2021/09/10-2021/09/12,-,"!FESTrepublic, вул. Старознесенська 24",85-175 грн,2021-09-08 15:40:08+00:00,264
Вечірка Collab Promo Agressor Bunx,вечірка,2021/09/10,-,"Trace, вул. Джерельна 20",250-300 грн,2021-09-07 12:00:33+00:00,284
Суспільство з кіноапаратом. Виставка,кіно,2021/08/31-2021/12/12,-,Центр міської історії,0 грн,2021-09-06 19:45:20+00:00,286
вечірка Collab Promo Agressor Bunx,вечірка,2021/09/10,-,Trace,-,2021-09-06 12:00:03+00:00,271
Craft Beer & Vinyl Festival,фестиваль,2021/09/10-2021/09/12,-,!FESTrepublic,0 грн,2021-09-05 10:00:37+00:00,272
Вечірка Solid,вечірка,2021/09/11,23:00-,"Ganok, вул. Б.Хмельницького 114",200-300 грн,2021-09-04 16:30:00+00:00,253
Лекція Сергія Радкевича про оновлення вуличної галареї на Замарстинівській,лекція,2021/09/05,-,"Мистецький Центр, вул. Стефаника 11",0 грн,2021-09-03 13:14:06+00:00,262
Фестиваль Молодвіж !Voice it,фестиваль,2021/09/04,24:00-,"!FESTrepublic, вул. Старознесенська 24",0 грн,2021-09-01 21:48:49+00:00,423
Відкриття Стендап Клубу,стендап,2021/09/05,19:00-,"Drabyna studio, площа Є. Петрушевича 3",150-200 грн,2021-09-01 12:00:38+00:00,299
Rhythm of love,вечірка,2021/09/04,-,"Drabyna studio, площа Є. Петрушевича 3",250-300 грн,2021-08-31 15:30:00+00:00,277
Swap-party! Books & Vinyls Edition,вечірка,2021/09/04,16:00-,"Мистецький Центр, вул. Стефаника 11.",0 грн,2021-08-31 12:00:32+00:00,292
Дискотека Satisfaction,вечірка,2021/09/03,20:00-,secret place,100-150 грн,2021-08-30 16:30:00+00:00,277
Суспільство з кіноапаратом. Виставка,кіно,2021/08/31-2021/12/12,18:30-,"Центр міської історії, вул. А. Богомольця 6",0 грн,2021-08-30 11:38:51+00:00,267
Плюмбум Захід.СБ,вечірка,-,18:00-,"Скейт-парк, Порохова вежа",0 грн,2021-08-29 14:02:00+00:00,297
Lviv City Stand Up у театрі,стендап,2021/09/03,19:00-,"Перший український театр, вул. Гнатюка 11.",210-250 грн,2021-08-27 12:56:40+00:00,280
Вечірка Dvir,вечірка,2021/09/04,-20:00,"Простір, вул. Лижв'ярська 42",150-200 грн,2021-08-26 21:28:11+00:00,970
Фестиваль Молодвіж !Voice it,фестиваль,2021/09/04-2021/09/05,-,"!FESTrepublic, вул. Старознесенська 24",0 грн,2021-08-25 15:00:03+00:00,295
"Виставка до Дня Незалежності. Клаудіо, Едік, Сергій і т.д",виставка,2021/08/24-2021/09/19,-,"Мистецький Центр, вул. Стефаника 11.",0 грн,2021-08-24 12:01:08+00:00,454
Вечірка Night Ambassadors Svirzh castle,вечірка,2021/08/28,-,Свірзький замок,700 грн,2021-08-22 15:15:20+00:00,273
Презентація колаборації Старі Мури Х Wander Dossier,презентація,2021/08/27,19:00-,"Старі Мури, вул. Сербська 5",0 грн,2021-08-21 20:55:36+00:00,246
Вечірка Textura 5 Years :: Justine Perry,вечірка,2021/08/27,-,"Trace, вул. Джерельна 20",250-350 грн,2021-08-21 17:00:23+00:00,248
Вечірка Клуб 151🤝ТзОВ Реп,вечірка,2021/08/24,20:00-,"Клуб151, вул. Заводська 31",200 грн,2021-08-19 22:46:33+00:00,277
Art party Kepsko,вечірка,2021/08/24,18:00-,"Червоний корпус, вул. Заводська 31.",0 грн,2021-08-19 17:36:58+00:00,280
#&@%!+$ Виставка,виставка,2021/08/21,20:00-,"Котельня Ruїn Bar, вул. Заводська 31.",0 грн,2021-08-18 23:21:45+00:00,283
INRUSH: Be independent w/ INNELLEA,вечірка,2021/08/23,-,"Split Night Club, площа Міцкевича 6/7",500-1000 грн,2021-08-18 13:55:14+00:00,249
Арт-пікнік Sova Space та вечірка La Tuse,вечірка,2021/08/22,11:00-00:00,"Стрийський парк, горішня алея",0 грн,2021-08-17 14:05:37+00:00,247
Львівський блошиний ринок Тлум&Крам,виставка,2021/08/22,-,"Дворик Ратуші, площа Ринок 1",40 грн,2021-08-16 14:02:20+00:00,255
Open Call від Авангарду,фестиваль,2021/08/19-2021/08/31,-,секретна локація,150-300 грн,2021-08-15 12:00:21+00:00,247
"Виставка ""Memoria Fatum"" Міри Бачкур та Вадима Панченко",виставка,2021/08/19,18:00-,"Дзиґа, вул. Вірменська 35",0 грн,2021-08-14 13:54:21+00:00,233
Турбо 2.1,вечірка,2021/08/21,-,"Trace, вул. Джерельна 20",200-250 грн,2021-08-13 12:00:36+00:00,1002
Стежками київських пляжів,кіно,2021/08/14,-,"Мистецький Центр, вул. Стефаника 11.",0 грн,2021-08-12 14:13:47+00:00,230
NOMAD DANCES,вечірка,2021/08/13,20:00-,"!FESTrepublic, вул. Старознесенська 24.",120 грн,2021-08-11 19:08:59+00:00,231
Comin’ At Ya,презентація,2021/08/17,-,"Vedel School, вул. Винниченка, 30",0 грн,2021-08-11 16:00:28+00:00,240
Вечірка GANOK x ZAVTRA,вечірка,2021/08/13,23:00-,Б.Хмельницького 114,200-300 грн,2021-08-11 14:31:57+00:00,228
Лекція «Ситуативний маркетинг: як ловити хвилі»,лекція,2021/08/13,20:00-22:00,"Drabyna studio, вул. Зелена, 20",450 грн,2021-08-10 14:29:36+00:00,239
Sunday Bazar,фестиваль,2021/08/21,-,"Дворик Ратуші, площа Ринок 1",40-80 грн,2021-08-09 12:00:41+00:00,274
New Faces Fest,фестиваль,-,-,-,0 грн,2021-08-08 16:10:39+00:00,232
Короткометражки незалежності від Wiz-Art,кіно,2021/08/18-2021/08/19,-,"Парк культури ім. Б. Хмельницького, вул. Болгарська 4",0 грн,2021-08-08 13:05:52+00:00,258
Lviv Gravel Raid,гра,2021/08/15,-,біля Львова,290-600 грн,2021-08-07 18:36:31+00:00,235
Розмова Поколінь,кіно,2021/08/08,21:00-,"Ganok, вул. Заводська 31",0 грн,2021-08-06 20:58:52+00:00,231
Lviv City Stand Up новий сезон,стендап,-,19:00-,"Перший український театр, вул. Гнатюка 11",від 210 грн,2021-08-06 14:17:25+00:00,227
Ромський дім. Життя спільноти у Дрогобичі,виставка,-/08/27,-,"Мистецький Центр, вул. Стефаника 11",0 грн,2021-08-06 14:05:36+00:00,235
!Fest weekend comedy,вечірка,2021/08/06-2021/08/08,--,"!FESTrepublic, вул. Старознесенська 24.",0 грн,2021-08-06 12:00:45+00:00,229
Game Over Fest v 3.0,фестиваль,2021/08/07-2021/08/08,12:00-,"Lem Station, вул. Вітовського 57",20 грн,2021-08-05 19:08:02+00:00,292
Вечірка Night Ambassadors,вечірка,2021/08/07,22:00-,"Арена Львів, вул. Стрийська 199",330 грн,2021-08-05 18:00:56+00:00,2121
День Народження Котельні,вечірка,2021/08/06-2021/08/07,17:00-08:00,"Котельня Ruїn Bar, вул. Заводська 31",200 грн,2021-08-05 16:19:00+00:00,887
Авангард festival 2021,фестиваль,2021/09/25-2021/09/26,-,анонс згодом,200 грн,2021-08-05 14:52:00+00:00,321
